3400	0.0354
3600	0.0517
3800	0.0284
4000	0.0139
4200	0.0081
4400	0.0094
4500	0.0102
4600	0.0108
4800	0.1960
5000	0.8784
5200	0.9787
5300	1.0000
5400	0.9921
5700	0.8396
5900	0.6609
6000	0.5487
6100	0.4493
6500	0.1226
7000	0.0118
7500	0.0000
