# 2020qql 
# SNANA-like file generated from user-provided data
# Zeropoint of the converted SNANA file: 27.5 mag
# -----------------------------------------------------------
# Data table created by: anonymous
# On date: 2023.04.05 (yyyy.mm.dd); 10.49 hrs (BST).
# Script used: BayeSNmodel.io.write_snana_lcfile.py
# -----------------------------------------------------------
SNID: 2020qql
RA: 247.742152
DEC: 32.30755
MWEBV: 0.019
REDSHIFT_HELIO: 0.076
REDSHIFT_CMB: 0.07633807543920312
REDSHIFT_CMB_ERR: 0.005
PEAKMJD: 59075.196
FILTERS: g_PS1,i_PS1,p48g,p48r,r_PS1,z_PS1
# -----------------------------------------------------------
NOBS: 104
NVAR: 6
VARLIST: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR
OBS: 59093.166 p48g 2684.1081 192.8281 18.928 0.078
OBS: 59093.208 p48r 2975.7744 197.3368 18.816 0.072
OBS: 59094.199 p48g 2161.7228 248.8775 19.163 0.125
OBS: 59094.288 p48r 3153.552 424.0612 18.753 0.146
OBS: 59095.204 p48g 2425.4929 234.566 19.038 0.105
OBS: 59096.165 p48g 2357.2194 112.8961 19.069 0.052
OBS: 59096.195 p48r 2959.375 128.1072 18.822 0.047
OBS: 59098.178 p48r 2537.4646 109.8433 18.989 0.047
OBS: 59098.196 p48g 2010.0182 125.8881 19.242 0.068
OBS: 59098.31 r_PS1 2741.5742 111.1037 18.905 0.044
OBS: 59098.31 i_PS1 1741.0049 99.4185 19.398 0.062
OBS: 59099.139 p48r 2721.4477 110.288 18.913 0.044
OBS: 59099.164 p48g 1793.0814 85.8774 19.366 0.052
OBS: 59102.26 g_PS1 1407.3431 59.6257 19.629 0.046
OBS: 59102.26 i_PS1 1673.4009 64.7329 19.441 0.042
OBS: 59106.25 g_PS1 1097.4886 66.7144 19.899 0.066
OBS: 59106.25 r_PS1 2189.7776 72.6069 19.149 0.036
OBS: 59110.24 g_PS1 882.2669 90.1984 20.136 0.111
OBS: 59110.24 r_PS1 1783.1998 68.9803 19.372 0.042
OBS: 59114.23 g_PS1 700.8095 111.0207 20.386 0.172
OBS: 59114.23 i_PS1 1590.7429 115.7451 19.496 0.079
OBS: 59118.23 r_PS1 1091.4403 179.9404 19.905 0.179
OBS: 59121.23 r_PS1 957.635 104.9597 20.047 0.119
OBS: 59121.23 z_PS1 842.5584 145.8927 20.186 0.188
OBS: 59128.23 r_PS1 894.5405 84.8619 20.121 0.103
OBS: 59131.23 g_PS1 573.8521 78.2235 20.603 0.148
OBS: 59131.23 z_PS1 767.715 135.7616 20.287 0.192
OBS: 59135.097 p48g 504.4289 121.7242 20.743 0.262
OBS: 59135.134 p48r 672.3571 137.4766 20.431 0.222
OBS: 59137.094 p48r 689.922 141.7035 20.403 0.223
OBS: 59139.22 g_PS1 529.6634 80.0054 20.69 0.164
END:
